x1,x2,x3,x4,x5,x6,index
3,3,0,8,0,4,34866
2,6,1,4,1,6,55558
2,3,1,4,2,1,39827
3,7,1,8,0,0,55799
3,3,3,0,3,6,1728
0,5,4,5,5,6,14486
1,5,3,4,5,5,48632
0,5,0,2,1,5,23646
1,6,2,2,3,0,20817
2,5,3,2,0,2,38054
2,0,3,7,3,5,55192
3,5,4,2,0,6,32660
0,0,2,3,0,2,36745
1,5,1,7,5,4,59108
0,4,0,0,2,1,40385
3,5,3,4,2,3,48007
2,1,3,3,5,3,30932
2,5,0,4,0,1,40810
1,6,2,6,1,5,13194
2,5,3,2,2,5,49692
1,6,2,6,2,3,36075
2,5,2,6,1,6,45680
2,0,0,3,5,2,53582
1,4,0,6,4,2,29021
0,1,1,3,5,2,47426
3,0,1,2,1,0,22401
1,1,1,8,5,4,23134
0,4,0,1,3,4,52172
3,1,4,5,1,4,6661
3,5,1,4,0,6,33072
1,4,0,2,2,0,57339
1,7,4,8,1,4,5212
2,6,4,5,4,6,36598
3,1,2,5,4,4,58914
1,1,0,8,5,4,33704
3,6,1,8,3,2,56590
3,3,0,5,5,5,28559
3,4,2,2,3,2,19560
0,5,3,5,4,1,34251
1,4,0,8,3,4,4676
1,4,0,8,5,0,13234
1,0,2,6,4,1,57605
2,6,0,5,1,6,23254
2,7,1,7,3,4,50134
0,0,1,6,5,4,50122
1,5,4,4,2,0,3404
2,7,1,3,2,0,43898
3,6,0,7,5,3,23374
1,5,0,8,2,2,54152
3,1,2,2,3,1,24933
0,6,0,8,2,0,44511
2,3,3,6,2,4,54269
2,6,4,7,0,4,22854
1,4,3,1,0,5,11132
1,6,4,0,2,3,31054
2,3,3,7,2,2,23696
3,7,2,4,3,3,36553
3,3,3,5,0,3,51704
0,4,3,3,0,5,53607
1,2,1,8,0,4,36606
0,3,3,4,2,4,29454
0,3,0,7,5,6,20330
2,5,3,4,2,3,1363
3,6,2,3,3,3,20791
0,2,4,2,1,1,51019
0,2,2,8,3,6,59197
1,0,1,2,3,3,48626
2,6,2,5,1,3,54197
1,3,3,5,0,4,35222
3,6,1,8,2,5,43574
1,1,2,2,5,3,45993
3,6,3,1,5,5,53403
0,1,1,1,0,1,25507
3,4,0,6,3,1,14907
1,2,4,7,1,0,32556
2,1,0,8,5,3,55673
2,2,3,2,3,5,13810
2,4,2,0,1,5,2024
1,1,0,3,1,4,44862
1,0,0,3,1,5,16145
3,0,1,7,2,5,50454
2,0,2,5,0,1,56733
0,3,3,2,4,3,13614
1,5,1,4,1,1,38888
0,0,0,0,0,0,28572
2,3,0,7,1,1,11063
1,3,0,2,4,6,27084
1,4,3,4,5,3,24500
0,3,0,6,1,5,59264
3,0,3,5,1,3,22468
2,1,3,6,2,1,778
3,2,3,7,0,0,60243
2,6,0,8,2,4,43843
1,4,1,1,0,5,56113
3,2,4,4,4,5,6241
0,0,3,6,1,4,42577
0,1,4,1,3,2,27850
2,0,4,2,1,5,34895
1,7,4,8,0,2,38212
1,7,1,8,4,1,51001
0,4,2,7,0,2,49938
0,4,2,3,5,5,11471
1,1,0,4,3,1,42801
0,0,1,7,0,5,60142
0,6,3,1,2,1,15218
0,1,4,3,2,2,9048
2,6,4,2,4,6,8846
0,0,4,6,0,1,21026
1,6,0,5,1,0,12107
0,3,1,7,0,4,24517
2,1,3,3,5,2,58927
0,3,4,2,4,6,14800
0,5,1,6,4,5,22919
0,1,3,2,2,3,35642
3,1,3,1,2,4,38447
0,5,1,6,2,5,32247
3,0,3,2,3,6,14963
3,1,2,2,5,2,8496
2,2,3,2,1,2,52953
2,3,1,1,3,1,28138
1,0,4,5,3,6,17594
0,3,2,3,2,6,2406
1,7,3,3,2,4,40463
0,6,4,8,2,4,35838
0,2,1,4,5,3,29611
0,5,3,4,2,6,4486
3,1,1,4,5,5,36386
0,5,1,2,0,0,48008
3,7,1,8,5,2,60384
3,0,2,4,5,3,7158
3,6,3,7,1,3,42265
2,4,0,8,0,4,9974
0,3,4,4,1,3,59401
0,2,2,7,0,4,57449
2,7,0,3,0,6,24941
3,0,1,8,4,0,58157
2,3,0,5,2,5,29045
1,4,0,5,3,6,34129
1,2,0,7,3,0,49882
3,3,1,6,3,1,55029
3,2,4,6,5,3,56328
3,6,4,1,5,0,11312
3,0,0,3,0,1,2784
0,3,2,6,4,2,19287
1,0,4,5,4,4,36085
1,2,2,7,3,4,1559
0,5,0,2,5,6,17371
0,0,4,2,5,4,38067
0,4,3,6,3,3,15274
2,3,3,3,3,2,28560
2,3,4,6,3,2,51097
3,2,0,8,0,3,17543
0,4,4,1,3,3,39404
3,6,0,4,3,6,42589
0,3,3,4,3,6,52664
3,7,3,5,3,1,32787
2,1,3,1,0,5,1199
3,5,0,1,3,3,15518
2,0,2,0,2,5,50249
2,1,0,8,5,1,49542
3,4,2,4,2,3,6743
1,0,2,1,2,0,60130
0,5,2,2,2,5,53981
0,6,0,4,1,5,2193
2,5,3,7,1,5,45675
1,5,3,4,3,5,27041
0,2,4,0,0,3,50996
2,4,1,8,4,1,27982
2,7,3,3,1,0,7967
3,4,4,1,3,1,30582
3,7,3,7,2,0,59135
1,6,2,2,3,6,54470
2,2,0,4,1,3,37805
1,7,3,0,4,1,32639
0,7,0,7,5,1,47547
3,5,1,1,2,4,3634
1,7,1,1,1,4,19234
3,2,3,1,5,4,20112
3,5,3,3,2,5,2378
0,5,2,1,4,6,8138
2,4,1,6,0,2,52215
1,2,2,8,2,2,44134
2,3,4,7,1,6,6836
1,6,0,8,3,2,10835
2,3,0,1,1,3,29679
2,3,1,2,5,2,9106
0,3,4,2,0,4,54018
3,4,0,4,0,0,5223
0,2,4,3,5,1,11335
0,5,2,5,5,6,387
0,3,2,3,1,3,34230
2,3,2,1,3,2,26610
1,1,2,5,5,1,59765
0,5,3,6,2,2,1050
1,0,0,4,2,5,47746
1,7,4,3,1,2,52434
3,4,4,3,2,1,7564
1,5,3,1,0,6,52102
0,3,0,1,4,4,40473
3,3,2,3,2,6,11090
1,1,0,1,2,4,16492
3,6,2,2,3,4,8788
0,1,0,4,4,6,1648
3,4,2,8,5,4,42703
2,7,2,4,2,6,42623
2,7,2,7,0,3,48952
1,5,1,5,3,1,27877
2,5,2,1,5,1,12821
1,0,2,4,3,1,54307
3,7,4,2,3,3,38828
0,3,3,5,5,2,37807
2,3,0,5,0,0,50339
0,4,3,7,0,5,16021
1,4,3,6,0,5,23932
1,2,2,0,3,2,37310
1,7,0,0,2,1,49856
1,1,4,1,3,5,47596
3,3,1,0,5,5,8391
0,2,4,6,1,2,1232
3,3,1,4,4,1,24292
2,2,1,0,3,4,56190
1,5,4,1,2,5,20538
3,0,4,3,3,1,32168
2,0,0,7,5,2,48970
3,7,1,6,0,6,39598
0,6,3,0,5,5,32564
3,0,3,0,4,3,444
0,3,1,6,2,3,32204
1,3,3,1,1,5,29480
2,2,0,3,5,3,42025
0,7,0,5,4,0,51454
3,2,3,0,1,5,15276
0,5,0,3,1,6,36605
1,0,3,6,2,2,40211
3,6,3,6,1,6,37308
2,2,1,2,1,1,17348
0,6,4,3,5,4,39149
0,7,0,2,1,5,29576
1,2,1,7,3,5,5045
3,6,4,0,1,5,7006
3,5,3,6,3,5,34297
3,5,3,0,5,3,51697
0,2,0,6,4,1,37820
3,4,2,3,1,6,21980
2,2,3,3,3,1,23082
3,5,4,3,5,0,14347
2,4,3,4,3,2,56606
0,4,4,0,0,5,26366
0,1,0,4,2,6,21242
1,5,4,7,0,3,4408
1,0,1,8,0,1,36490
0,4,3,4,2,2,32544
3,6,4,8,3,3,34128
2,5,2,6,0,6,29011
2,7,3,6,3,4,57618
2,2,2,7,5,4,50448
0,2,3,8,2,5,17206
2,4,1,6,4,5,28648
1,3,3,3,3,4,59084
0,7,3,7,1,3,52832
2,6,1,2,0,4,35933
0,7,1,0,0,4,33436
3,7,4,8,1,1,25018
2,7,1,1,1,3,3098
3,4,3,1,1,1,18460
1,1,0,0,2,6,35651
3,4,3,0,0,3,17495
3,3,0,7,3,1,16192
2,3,3,4,5,1,29502
3,4,0,6,4,5,9552
1,4,2,8,5,1,8270
3,4,0,5,3,5,4083
2,4,0,7,0,0,9623
3,4,0,5,5,3,47044
2,6,2,6,0,4,50530
1,3,3,7,1,2,44624
1,5,3,3,0,6,23341
1,6,0,8,2,5,51924
1,5,1,8,0,5,47490
1,2,2,1,3,5,12781
0,0,2,8,0,2,36398
0,5,1,0,5,3,9783
3,0,2,3,5,6,44706
0,3,3,0,3,3,31201
2,2,2,3,2,2,58281
1,2,0,5,2,2,22841
2,7,0,5,1,3,30259
3,0,3,6,4,1,56927
1,7,4,6,3,4,34570
1,3,1,8,1,4,7482
3,3,1,5,5,2,34981
2,6,4,1,1,0,59627
0,2,1,7,5,6,25086
1,3,0,4,2,2,13005
3,1,2,8,5,1,57644
3,0,0,8,4,4,41356
1,0,1,7,4,0,25639
0,3,4,2,0,6,22863
2,0,4,3,0,3,36475
3,3,4,6,0,6,12249
2,7,4,6,3,0,19394
2,5,1,7,1,6,41285
2,7,3,5,3,1,43118
2,2,1,7,2,1,1117
3,6,0,2,2,1,21109
1,5,0,5,0,0,42595
1,5,0,5,1,5,53317
1,3,2,5,0,6,3914
2,2,2,1,2,4,50645
1,5,0,5,0,5,21449
1,2,3,3,1,1,22875
3,2,3,4,0,4,53909
2,7,0,8,1,3,1429
3,7,1,3,3,2,14839
0,1,2,4,5,6,50262
1,1,0,0,2,2,23947
1,0,4,1,1,3,29577
0,7,2,0,0,2,14871
1,2,2,8,4,1,55495
0,6,4,7,2,6,40768
2,3,1,8,1,2,41442
0,2,4,2,3,3,33178
0,4,0,7,3,3,51637
0,6,0,1,0,6,45683
2,0,1,6,3,4,5537
2,4,0,0,5,0,8229
3,7,4,0,5,3,43777
2,0,2,1,2,5,47861
0,0,0,5,4,4,12482
2,3,3,7,5,6,12651
1,6,2,3,4,4,18367
1,6,2,4,3,3,23844
3,4,0,6,1,6,59092
0,1,3,4,1,0,38029
2,3,2,1,3,6,29226
2,7,2,0,0,3,17411
0,3,1,8,1,4,44399
1,3,3,5,4,0,45963
0,6,3,0,3,1,3572
2,4,0,0,4,4,60282
3,4,1,1,3,0,48502
2,5,2,0,4,0,17014
1,0,0,4,0,1,57580
1,0,2,1,2,5,13126
2,0,1,7,4,6,52640
2,4,2,0,4,6,52967
0,4,1,1,1,2,60026
2,3,2,3,1,3,2361
1,0,0,2,2,2,9485
0,1,0,4,2,2,23841
1,6,0,2,3,5,16514
1,3,3,6,2,5,40783
0,6,1,6,4,5,11666
0,5,2,1,1,5,31952
3,2,3,3,3,6,23966
1,4,0,4,1,3,57739
3,1,1,8,5,1,50153
0,6,2,4,0,1,36569
0,0,3,5,0,1,9880
2,3,0,5,5,1,16836
2,4,2,6,0,6,7495
2,7,4,7,1,6,57361
2,1,0,8,3,0,46844
3,7,3,7,4,5,12732
0,0,2,2,4,5,30250
1,1,0,1,3,1,38897
2,3,1,0,4,3,52508
2,4,1,2,2,4,57451
0,2,4,2,2,0,59553
2,7,1,6,4,2,25033
1,3,0,3,5,3,27012
1,1,2,7,1,2,4177
3,2,1,7,0,6,53103
2,2,3,5,2,0,15534
1,0,4,7,1,6,17712
0,1,3,1,2,2,28987
2,6,1,0,2,4,11590
2,4,2,3,5,6,2674
3,1,1,1,2,5,31505
0,5,4,1,4,2,4015
1,6,3,1,4,1,59710
3,4,4,2,0,5,51465
1,1,2,1,3,3,47152
3,6,4,3,1,3,24957
0,4,1,4,3,2,45693
3,7,2,1,4,1,940
0,3,1,6,3,3,12383
2,1,2,6,0,6,48600
2,2,2,3,4,0,22135
2,5,4,8,1,2,18390
2,2,4,8,4,3,13526
3,5,1,7,4,6,3836
0,3,3,1,1,3,9736
3,6,3,4,0,1,13513
1,1,1,3,2,3,55456
0,1,3,2,5,3,3108
2,6,4,5,4,3,24018
2,6,4,5,0,0,18425
3,1,1,0,5,2,58380
1,4,4,1,3,0,2448
1,1,3,0,4,2,21586
3,6,4,7,2,4,42075
0,3,0,7,3,2,3497
3,1,3,6,3,5,59580
0,1,2,7,5,6,52476
2,6,2,4,2,5,37735
2,1,4,1,1,4,44011
3,0,1,8,0,4,7196
0,5,2,4,0,4,3466
0,3,0,2,5,3,18249
0,1,2,5,2,5,25367
1,2,4,5,5,5,22403
0,2,0,2,1,6,47665
1,3,1,4,5,5,40128
3,2,0,3,3,1,55989
0,1,3,1,4,6,34211
1,1,0,7,3,0,47471
3,5,1,1,2,0,2219
2,2,4,7,2,4,47792
1,0,2,5,5,4,58992
0,6,4,7,0,6,5324
0,4,3,8,2,3,9145
0,6,1,7,2,2,6568
1,6,0,1,5,1,41291
2,3,1,1,2,1,12395
1,6,4,1,4,4,17280
2,7,3,0,2,3,39366
3,0,3,5,2,4,28575
1,4,3,8,1,5,22104
1,0,0,8,1,5,26202
3,3,2,1,5,6,36932
2,5,2,4,0,0,55599
1,2,4,8,0,1,41511
0,0,0,1,2,5,39695
2,4,0,5,3,5,12219
0,6,0,8,5,4,43151
2,6,4,6,1,1,36736
0,2,1,4,5,2,41396
0,5,2,0,5,0,32980
1,1,1,1,2,2,10436
1,5,4,8,5,5,21554
3,0,1,2,4,4,39316
1,2,3,8,5,4,29827
1,5,2,6,5,0,6276
1,1,3,2,5,1,28716
2,4,3,8,4,1,59281
0,6,1,7,4,2,31756
0,3,2,0,0,3,34046
3,2,1,6,5,0,51601
3,3,0,2,3,2,22930
1,0,2,5,2,1,24942
2,5,0,6,2,1,13106
0,2,1,3,0,1,36325
1,2,3,4,5,0,24863
0,6,3,2,3,1,43606
0,6,2,1,4,2,27164
3,3,1,0,3,0,55811
3,0,2,3,2,0,13187
3,3,4,5,2,5,4474
0,3,0,0,4,5,3179
1,7,2,4,3,0,10516
2,2,3,0,4,2,23941
0,7,0,0,3,0,28454
1,2,2,3,4,4,6519
3,1,3,4,1,6,57286
1,7,4,2,5,5,533
0,7,0,1,1,1,55779
3,1,4,0,3,3,52318
3,2,4,7,0,2,16871
0,2,4,0,4,6,28288
0,4,3,5,3,3,50700
1,7,0,7,1,6,58926
3,5,0,1,4,2,47171
0,2,3,4,3,3,9981
0,5,4,0,5,1,11797
0,3,4,1,4,3,7594
2,5,1,5,1,6,36636
3,4,3,6,2,1,56937
0,4,4,4,4,4,48638
1,5,1,6,0,5,17619
3,6,2,6,5,3,25987
1,2,1,2,0,4,33700
2,4,4,3,5,5,24821
3,1,3,1,1,0,15696
0,1,3,2,0,1,49096
0,1,4,5,4,2,40741
0,7,4,4,0,3,3616
2,6,3,4,4,1,43840
0,5,1,7,3,0,33798
1,5,1,3,1,0,19950
2,3,0,1,3,5,45807
1,5,0,6,1,4,21519
3,7,2,3,1,0,7768
0,7,2,0,4,6,43787
1,5,4,2,1,6,8883
3,5,4,6,4,1,18088
2,4,2,6,0,0,22470
1,5,0,8,4,3,44415
0,4,4,4,2,2,11933
0,2,0,5,1,3,45753
1,0,4,2,4,6,9128
1,6,1,3,5,6,44541
3,6,2,5,2,1,9691
3,0,0,7,0,4,34286
3,3,4,2,3,5,30884
1,5,1,8,2,5,54662
1,6,4,2,5,1,45788
0,1,4,5,2,6,55352
1,1,1,5,1,4,12734
2,1,2,1,4,5,32767
3,2,3,1,3,1,3020
3,2,2,3,4,4,16723
2,1,0,0,4,3,8642
1,0,3,1,3,1,15290
3,0,1,6,3,3,43939
1,6,3,6,1,5,45880
1,2,3,6,4,5,40082
1,5,4,5,0,0,21113
3,4,1,1,5,6,39311
2,6,4,3,4,2,28681
2,1,0,0,1,6,10920
3,4,3,5,5,1,5419
2,1,0,4,0,2,3499
2,4,1,7,2,6,1356
0,4,0,7,1,5,4386
0,1,4,3,2,0,39553
2,5,0,2,4,3,49301
2,0,4,2,5,4,24755
1,4,4,3,1,0,53013
3,7,1,4,1,5,32426
2,1,3,4,3,6,2352
2,2,0,3,1,0,33609
3,7,2,7,2,3,1394
3,1,4,0,0,3,17225
2,6,2,2,2,1,46984
1,7,0,6,3,4,37722
1,0,3,4,1,2,4318
2,7,3,1,2,5,4473
2,4,2,5,3,6,23718
0,2,3,2,0,6,3990
3,4,2,2,1,2,42247
3,3,2,3,4,5,17493
2,4,1,7,4,1,55613
1,7,0,3,4,2,39180
0,5,1,4,0,6,8832
3,0,2,0,1,1,42805
1,1,0,5,1,4,52599
1,4,2,6,5,2,58004
3,4,0,8,0,2,13925
0,3,4,5,3,3,40438
0,5,3,3,1,2,8466
0,1,4,3,4,6,55059
3,5,2,6,0,1,12933
3,2,0,0,5,5,25560
1,3,0,5,5,4,39144
3,2,3,8,0,3,35146
3,3,4,3,3,1,47487
3,0,1,6,2,2,22006
3,2,4,4,0,1,36378
1,0,0,6,4,1,19958
2,2,3,2,1,1,23502
3,1,0,6,4,2,17779
2,3,4,7,5,0,17634
2,6,3,8,3,5,1716
1,6,4,2,2,5,45758
2,2,1,8,3,5,31209
0,0,0,6,5,5,18770
1,6,4,1,4,2,48660
2,2,4,6,2,3,30912
1,6,3,2,4,0,14419
1,4,4,3,2,4,34127
0,0,3,3,5,6,23076
0,5,2,3,1,4,33397
1,5,3,1,4,4,25068
3,3,3,6,4,5,48710
3,6,1,3,1,5,49733
0,3,0,2,3,1,21207
2,7,4,4,2,3,37833
0,4,4,7,2,4,50976
0,7,1,0,0,0,54546
0,6,3,5,1,3,41877
1,2,0,1,5,4,13155
3,2,0,7,4,1,21417
2,6,3,7,4,5,49877
2,1,1,3,2,0,1848
0,5,3,7,1,6,35552
0,2,4,7,1,5,43399
2,6,1,8,4,3,20431
3,0,1,6,3,0,40833
3,1,1,3,5,0,57744
1,1,2,4,0,6,11231
3,6,3,3,3,4,10045
0,7,2,7,3,5,29548
1,7,1,8,2,1,1485
1,3,2,2,4,2,13725
0,0,0,6,0,2,13466
3,0,0,0,3,0,18310
1,0,1,6,2,3,30150
2,4,0,7,0,3,22833
1,7,4,5,1,1,2057
0,1,0,2,5,4,19724
2,5,4,0,2,4,13728
1,6,1,0,2,3,27118
3,2,1,0,3,6,60139
2,0,2,2,3,5,17980
3,4,4,0,0,2,17954
3,2,4,6,0,6,6390
1,4,0,6,2,5,53460
2,1,2,6,5,0,8963
3,1,0,2,4,1,53197
1,0,3,2,0,6,33907
1,1,2,8,5,1,41123
3,5,1,6,3,0,38136
3,6,4,0,2,6,37876
0,2,0,5,2,1,23216
2,4,4,6,3,3,17912
0,7,3,5,5,0,40852
0,5,0,3,2,2,3747
2,3,1,0,3,1,44457
2,2,0,3,4,2,54940
0,4,1,7,2,3,1493
1,6,4,7,5,3,31418
3,7,0,2,1,1,5564
0,7,4,6,1,5,38749
1,5,0,1,3,3,32398
2,3,0,3,0,2,4363
3,2,3,7,4,2,16652
0,1,3,1,1,1,41611
2,2,3,0,1,6,51761
1,5,1,6,5,6,14666
3,7,4,3,1,4,55650
3,0,4,4,3,6,16340
2,2,3,7,4,2,45407
1,4,1,2,2,0,29749
1,0,0,6,3,2,47031
2,1,0,3,0,1,1456
1,0,3,0,1,0,44974
1,0,1,3,3,4,41064
0,0,1,7,2,0,46228
1,7,1,6,3,3,18265
1,2,1,4,0,5,37403
0,0,0,5,4,3,31643
1,2,1,6,1,6,37711
3,4,2,7,3,6,7368
3,0,3,1,3,3,57082
3,3,2,5,1,6,45094
3,4,3,7,4,1,23923
1,4,0,0,4,4,16043
1,6,3,3,5,6,2119
2,1,2,2,5,6,1663
1,0,1,6,5,4,50920
2,0,4,1,1,6,48016
1,4,3,5,3,6,3261
1,5,3,4,1,6,58204
2,4,2,1,1,5,34367
0,4,1,2,0,3,60025
1,4,4,8,2,2,49117
1,3,2,8,3,6,20620
3,1,2,2,3,4,40046
1,5,1,4,3,3,7784
2,2,0,1,0,1,36589
3,3,1,5,2,3,54287
2,7,4,7,0,3,36345
3,6,3,8,3,2,6227
1,5,2,7,2,4,33739
2,5,2,1,5,2,429
3,5,0,6,0,2,48954
1,6,3,0,5,2,23823
2,2,1,4,0,6,43809
3,7,4,6,1,6,22037
3,6,0,2,1,5,15752
0,2,2,4,5,1,50312
2,6,0,4,0,6,47984
3,6,0,0,3,4,2776
3,0,2,5,1,2,29958
0,1,4,4,0,2,16817
1,7,0,2,1,2,60296
3,6,2,0,4,1,52007
1,0,3,7,4,1,8817
2,4,1,3,0,3,35966
1,2,4,3,0,3,2121
2,0,4,5,1,1,35853
2,6,1,4,3,4,16912
1,6,1,8,1,3,24832
0,3,1,1,1,5,43655
0,7,3,3,3,4,14980
3,6,1,6,4,4,53305
3,0,4,5,1,0,17763
3,1,1,6,3,1,11760
1,3,1,3,5,3,21865
3,7,1,2,0,0,19539
2,5,4,0,4,2,48097
2,0,1,1,4,1,42301
2,2,4,1,0,5,34282
2,4,4,4,5,4,58024
0,1,2,0,3,1,32512
0,0,0,6,3,3,52799
0,5,0,8,1,5,21460
2,2,0,4,5,6,231
0,5,4,2,4,5,58280
2,4,1,8,5,5,5590
1,6,1,3,2,5,20547
2,0,0,3,1,0,10187
2,0,3,5,2,2,58459
2,7,2,2,2,1,42215
3,2,3,4,1,0,816
1,1,1,5,4,0,8309
0,1,4,8,3,2,34935
0,7,1,7,0,1,53389
0,4,1,1,0,4,38078
3,4,2,6,3,2,33223
2,6,1,5,2,3,48477
1,0,1,8,5,4,2019
0,5,1,5,1,0,29725
1,0,0,5,2,0,36375
1,2,2,7,4,4,16100
2,4,3,8,3,3,47583
3,7,4,8,5,6,57806
3,2,3,1,4,5,55625
3,4,3,6,5,4,57109
0,2,2,3,2,4,52091
0,6,3,1,3,3,27353
2,4,4,2,2,1,45300
1,1,3,1,0,6,23368
2,0,3,3,5,6,37862
3,4,0,2,0,0,5314
2,0,2,6,2,5,21879
0,0,1,5,3,1,57601
2,3,2,8,3,0,35908
2,5,2,3,0,3,25439
1,5,0,0,5,2,43862
0,5,0,4,4,5,57441
0,1,1,6,0,0,3688
3,6,3,8,5,0,4821
2,6,1,6,1,3,58411
0,1,1,3,2,5,59442
2,5,2,4,5,4,25573
0,2,1,5,0,5,3160
3,5,0,5,2,6,39380
3,3,2,1,3,3,35444
0,3,4,2,3,5,56314
0,0,1,3,5,5,38394
2,7,1,7,1,2,4396
2,2,3,5,4,5,25147
0,7,1,2,5,1,11157
1,6,0,7,0,3,32298
0,0,4,3,1,4,19447
2,7,3,0,0,6,18312
3,4,0,2,0,3,25188
0,2,2,1,1,1,24440
3,1,2,4,4,6,29415
1,1,3,7,3,4,22924
0,1,3,1,3,3,55507
0,6,4,5,0,4,3220
3,3,2,5,5,4,7975
0,5,2,0,3,6,43559
0,3,1,5,4,3,2707
2,1,2,4,4,4,46724
1,4,0,2,1,4,17792
3,5,3,2,0,5,5952
3,2,4,5,3,1,29885
3,7,4,2,4,4,17114
2,3,1,1,3,5,57849
1,5,0,8,1,1,41450
2,3,0,0,4,4,35768
3,6,1,6,5,5,8278
0,6,3,4,5,1,25709
0,0,3,5,4,6,52963
0,1,0,2,1,5,26562
2,3,3,8,4,0,31545
2,6,3,2,5,1,22917
1,6,0,0,1,4,58016
0,4,3,5,2,0,30978
0,6,4,1,0,2,23636
1,1,1,4,0,4,59087
1,4,0,4,1,0,45797
1,7,3,5,1,4,5541
2,7,2,8,2,1,3458
1,4,1,3,4,6,14492
0,1,3,7,3,5,53638
3,2,2,8,5,5,56490
2,4,4,3,4,5,37439
1,6,0,8,3,5,36904
0,2,0,4,5,5,57248
1,4,3,3,2,5,31543
2,1,2,8,2,0,40637
0,1,0,5,4,3,17085
3,6,3,7,5,0,50707
1,1,1,5,4,2,55310
2,4,1,6,5,4,27009
0,6,0,8,0,0,49249
3,1,4,4,2,0,23035
0,1,1,0,5,0,36700
1,6,3,2,4,3,5064
3,5,3,2,4,5,20293
2,6,4,5,1,0,46193
0,0,1,8,4,0,30424
0,1,3,6,3,2,7486
2,7,3,6,3,2,43251
0,7,0,4,3,4,42505
3,1,0,4,1,5,13520
1,1,1,3,0,1,26119
0,5,2,6,5,2,12921
1,3,0,7,5,1,1876
1,6,0,3,4,4,53422
2,4,3,5,4,3,42248
3,7,3,1,0,4,44160
0,5,0,0,1,6,7657
1,3,0,3,0,5,23808
0,5,3,7,2,6,5167
0,3,4,3,4,2,37022
1,1,1,4,5,3,20500
3,1,1,2,3,3,58973
0,0,2,0,0,3,36796
3,7,1,2,2,1,932
3,7,3,6,5,1,22210
1,2,1,8,3,4,17514
2,3,2,0,0,0,35707
0,7,1,7,3,5,15943
3,3,2,6,4,3,56331
0,7,2,8,1,5,56145
3,7,2,0,4,0,39712
0,1,2,4,3,1,41818
1,2,0,5,1,5,35325
3,6,1,5,2,2,46843
1,7,2,1,2,0,28396
0,4,2,8,2,5,7639
3,2,3,0,1,0,3713
3,5,1,8,1,1,23494
0,1,0,0,1,5,21953
1,7,4,7,2,4,47262
1,6,4,4,4,5,31190
1,1,3,7,4,5,2754
3,7,0,8,1,2,30058
2,5,2,4,2,0,56411
3,7,0,3,3,1,57256
2,3,3,6,0,4,20418
3,6,4,6,0,5,39001
3,7,2,1,4,3,43984
3,3,2,6,2,3,33748
1,0,0,8,0,5,14008
0,7,3,7,4,5,24532
1,0,0,1,5,1,7798
3,2,1,2,5,0,51539
1,0,3,5,2,2,28830
0,6,3,8,3,1,29449
2,4,0,5,1,0,36519
1,4,0,0,3,6,25917
2,7,4,3,0,6,48657
1,0,2,3,1,4,29717
1,5,2,6,3,4,55351
0,4,1,2,5,5,32122
2,5,0,1,3,3,6935
2,7,3,6,0,5,40116
3,1,4,8,0,4,11424
3,1,2,3,5,0,13498
0,6,0,1,5,4,56673
1,6,1,4,0,6,47967
2,6,1,4,1,4,2273
3,6,4,0,1,0,21327
1,4,0,3,3,6,16714
0,7,1,7,2,6,16079
0,6,0,4,3,4,2843
3,6,3,3,4,2,7673
2,2,0,5,1,4,59950
0,3,0,5,4,0,7191
3,1,1,0,0,6,60353
2,7,4,8,0,2,16858
1,4,3,4,5,6,34982
1,5,1,6,1,2,3955
0,7,3,1,1,5,60311
3,6,3,1,4,4,19943
1,4,4,5,1,4,43263
1,0,2,3,4,0,29894
0,7,3,4,5,3,32063
3,5,0,0,3,1,14754
3,0,4,4,4,3,26550
1,2,3,7,0,1,10564
2,6,3,0,1,5,6171
1,4,4,5,2,6,24528
2,5,4,4,5,1,51827
3,0,1,8,3,2,32812
2,1,0,6,0,6,14670
0,0,2,1,5,4,51328
1,1,1,3,2,5,3272
0,4,1,2,5,2,60234
2,3,1,4,0,6,51195
3,4,1,6,3,6,32937
1,4,3,5,4,6,23908
3,1,4,1,0,3,56974
0,6,0,0,3,2,3674
2,7,0,7,3,3,58395
0,6,1,4,2,5,5436
1,2,2,4,0,1,57282
1,0,4,2,2,2,2859
1,4,3,8,3,4,56192
3,5,2,4,2,4,29733
0,3,2,0,4,1,8469
2,1,2,8,4,3,57373
1,2,1,8,5,3,41522
0,4,1,1,3,5,31177
2,0,1,8,2,3,30876
1,4,0,1,1,4,12233
2,5,1,6,4,4,16831
2,6,2,4,0,1,57613
2,0,1,3,0,1,39991
3,3,0,2,4,4,5353
0,2,3,6,4,0,47179
0,1,1,5,2,5,55114
0,5,1,2,2,4,55203
1,7,0,4,0,2,42529
0,5,4,5,2,1,4855
3,6,0,3,1,3,29863
1,0,1,6,3,0,36116
2,4,1,0,0,3,12545
0,1,0,7,2,0,16253
0,7,2,1,0,5,4861
2,7,4,3,0,4,40982
1,6,2,2,1,0,60477
1,1,2,6,2,1,52815
1,4,1,3,3,6,57741
0,3,0,3,5,0,17649
1,1,4,5,0,2,44740
0,4,1,5,1,0,21249
1,4,0,6,3,4,9499
1,5,2,2,3,5,28801
3,6,3,3,0,1,46000
1,5,3,6,0,5,4162
0,7,3,1,0,6,41815
0,5,3,7,2,2,60009
1,0,2,0,0,1,31352
3,2,0,2,2,3,41445
